Education,Age,Income,City,Gender,Marital Status,Job Role,Experience,Skills,Job Satisfaction,Workplace Type
Bachelor's Degree,-0.14020935614050742,1.2527603019660347,Phoenix,Male,Married,Marketing Specialist,0.6991619802581772,Project Management,Neutral,In-office
Master's Degree,-0.4329022881509946,-0.04535842833627416,Houston,Other,Single,Software Engineer,-0.24227717269564264,Java,Dissatisfied,Hybrid
PhD,-0.5060755211536164,-1.542986942030063,Houston,Male,Married,Marketing Specialist,1.0129750312427839,Excel,Very Dissatisfied,Hybrid
Associate Degree,0.5915229738857105,0.9377634197726263,Los Angeles,Male,Married,Software Engineer,-1.1837163256494625,Data Analysis,Very Dissatisfied,Hybrid
Master's Degree,-0.6524219871588599,-1.056664208009848,Los Angeles,Other,Married,HR Manager,0.07153587828896397,Java,Neutral,Hybrid
Bachelor's Degree,1.0305623719014412,0.3852666486869205,Los Angeles,Other,Divorced,Software Engineer,1.0129750312427839,Marketing,Neutral,Hybrid
PhD,-1.5305007831903215,1.5728366411623378,Los Angeles,Male,Divorced,Data Scientist,0.6991619802581772,Data Analysis,Satisfied,Remote
High School,1.6891214689250373,-0.5339739728091847,Houston,Female,Single,Sales Executive,-1.4975293766340692,Excel,Neutral,Hybrid
PhD,-0.6524219871588599,1.408988878812015,New York,Female,Single,HR Manager,1.6406011332119972,Excel,Neutral,Remote
High School,0.7378694398909541,1.0726864964120202,Los Angeles,Female,Divorced,HR Manager,-0.5560902236802493,Excel,Neutral,Remote
Bachelor's Degree,0.8842159058961977,-0.641348050009267,Houston,Male,Single,Software Engineer,1.0129750312427839,SQL,Dissatisfied,Hybrid
Master's Degree,1.1769088379066848,-0.027403958791319533,Los Angeles,Female,Single,Sales Executive,1.0129750312427839,SQL,Neutral,In-office
Associate Degree,1.7622947019276591,1.464474891767248,Chicago,Female,Divorced,Data Scientist,-0.8699032746648558,Communication,Satisfied,Hybrid
Bachelor's Degree,-0.21338258914312921,0.9332130728741997,Los Angeles,Female,Divorced,HR Manager,1.0129750312427839,Excel,Very Dissatisfied,In-office
Associate Degree,-1.5305007831903215,0.15654998752879515,Los Angeles,Male,Single,Data Scientist,-1.1837163256494625,Data Analysis,Dissatisfied,Remote
PhD,1.3232553039119284,-0.9355685421005568,Phoenix,Female,Married,Marketing Specialist,2.5820402861658165,Marketing,Very Satisfied,In-office
Master's Degree,-0.286555822145751,-0.7069577029633252,Chicago,Female,Single,Researcher,1.0129750312427839,Project Management,Neutral,Hybrid
Bachelor's Degree,-0.3597290551483728,-0.7289334093022382,Los Angeles,Other,Divorced,Researcher,0.07153587828896397,SQL,Very Dissatisfied,In-office
Master's Degree,-0.5060755211536164,-1.6216479775610038,New York,Female,Married,Researcher,0.3853489292735706,Java,Dissatisfied,Hybrid
Associate Degree,-1.3841543171850779,-1.5784725930363979,Chicago,Other,Divorced,Sales Executive,0.07153587828896397,Data Analysis,Very Satisfied,In-office
Bachelor's Degree,-0.7987684531641035,-0.15661264630245667,Los Angeles,Female,Single,Graphic Designer,0.07153587828896397,Communication,Satisfied,Remote
Master's Degree,0.4451765078804669,-0.6430764763505298,Phoenix,Male,Single,Project Manager,0.07153587828896397,SQL,Very Dissatisfied,In-office
Associate Degree,-1.1646346181772125,-1.6488795109376344,Houston,Other,Divorced,Marketing Specialist,-0.24227717269564264,Project Management,Very Dissatisfied,In-office
High School,-0.6524219871588599,-1.0479162542826403,Phoenix,Other,Divorced,Sales Executive,-1.4975293766340692,Python,Very Dissatisfied,In-office
High School,-0.7987684531641035,1.5169273401235301,Phoenix,Other,Divorced,Software Engineer,-0.5560902236802493,Communication,Very Dissatisfied,In-office
High School,0.8842159058961977,-1.5711708735947365,Houston,Other,Single,Graphic Designer,-1.4975293766340692,SQL,Dissatisfied,Remote
Master's Degree,-1.310981084182456,-1.032042951148594,Houston,Female,Single,Software Engineer,0.6991619802581772,Marketing,Very Satisfied,Remote
Bachelor's Degree,-0.4329022881509946,-1.0180391703836686,Houston,Female,Married,Data Scientist,1.0129750312427839,Communication,Very Dissatisfied,Remote
Associate Degree,-0.9451149191693471,-0.767452624907524,New York,Other,Single,Graphic Designer,-1.1837163256494625,Excel,Neutral,Hybrid
Associate Degree,1.469601769917172,-0.18042260100352614,Houston,Other,Married,Project Manager,-0.5560902236802493,Excel,Very Dissatisfied,Remote
Master's Degree,-0.4329022881509946,-0.12349035376274665,Phoenix,Male,Married,Software Engineer,1.3267880822273905,Excel,Very Dissatisfied,In-office
PhD,1.6159482359224155,-0.3274446620317597,Houston,Female,Single,Graphic Designer,1.6406011332119972,Python,Very Dissatisfied,In-office
Bachelor's Degree,1.3964285369145502,-0.691542961919818,Phoenix,Other,Divorced,Graphic Designer,0.3853489292735706,Project Management,Very Dissatisfied,Hybrid
Bachelor's Degree,-1.0182881521719689,1.0270772054068604,Phoenix,Male,Married,HR Manager,0.07153587828896397,Data Analysis,Satisfied,In-office
Bachelor's Degree,0.7378694398909541,0.3547899066695515,Los Angeles,Female,Single,HR Manager,0.07153587828896397,Communication,Very Satisfied,In-office
PhD,0.9573891388988194,1.3532912218149948,Los Angeles,Male,Single,Sales Executive,1.6406011332119972,Java,Very Satisfied,Hybrid
Master's Degree,0.9573891388988194,0.5733123798149227,New York,Male,Married,HR Manager,1.3267880822273905,Data Analysis,Neutral,Remote
High School,-0.3597290551483728,-0.7423375319487662,New York,Other,Single,Software Engineer,-1.4975293766340692,Marketing,Satisfied,Hybrid
Bachelor's Degree,-1.0182881521719689,-1.6296904511489205,Chicago,Male,Divorced,Sales Executive,1.0129750312427839,Marketing,Very Dissatisfied,Hybrid
Bachelor's Degree,0.4451765078804669,-1.3992100896425679,Chicago,Male,Divorced,Researcher,0.6991619802581772,Communication,Very Satisfied,Hybrid
Master's Degree,-0.6524219871588599,0.09552595548012816,Chicago,Female,Married,Sales Executive,1.6406011332119972,Communication,Dissatisfied,Hybrid
Associate Degree,0.15248357586997974,0.9590336459722485,Chicago,Male,Divorced,Data Scientist,-0.24227717269564264,Project Management,Dissatisfied,Hybrid
PhD,-1.2378078511798343,-1.5601301094148332,Phoenix,Other,Single,Graphic Designer,2.5820402861658165,Communication,Very Dissatisfied,In-office
Associate Degree,1.3964285369145502,-0.41097351052380793,New York,Other,Single,Data Scientist,-0.8699032746648558,Excel,Very Dissatisfied,Remote
High School,-0.5792487541562381,-1.0162049220215121,Los Angeles,Female,Married,Sales Executive,-0.5560902236802493,Java,Neutral,Hybrid
High School,0.4451765078804669,-1.6564281484280474,Houston,Other,Divorced,Graphic Designer,-0.8699032746648558,Excel,Neutral,Remote
High School,-1.3841543171850779,-0.9238575717883272,Phoenix,Male,Divorced,HR Manager,-1.8113424276186758,Java,Dissatisfied,Remote
High School,-0.3597290551483728,0.8273205039666285,Chicago,Other,Single,Project Manager,-0.8699032746648558,SQL,Very Dissatisfied,Hybrid
Master's Degree,1.5427750029197937,0.6846018717880697,Chicago,Other,Married,Sales Executive,1.3267880822273905,Java,Dissatisfied,In-office
Associate Degree,-0.5060755211536164,-1.3014305423368424,Los Angeles,Other,Single,Data Scientist,-0.24227717269564264,SQL,Very Dissatisfied,Remote
High School,-0.8719416861667253,0.8774801418702148,Chicago,Female,Married,Data Scientist,-0.5560902236802493,Excel,Satisfied,In-office
Associate Degree,-0.6524219871588599,0.4148262665232112,Los Angeles,Male,Married,HR Manager,-0.24227717269564264,Marketing,Very Satisfied,In-office
High School,-1.4573275501876997,0.9050996893234555,Houston,Other,Single,Researcher,-1.4975293766340692,Excel,Very Satisfied,Remote
Bachelor's Degree,1.3964285369145502,-0.9273144244708528,Los Angeles,Male,Divorced,Marketing Specialist,-0.8699032746648558,SQL,Neutral,Hybrid
Master's Degree,1.3964285369145502,0.19418735295996722,Chicago,Other,Divorced,Marketing Specialist,-0.24227717269564264,Python,Very Dissatisfied,Remote
High School,-0.3597290551483728,1.0102515040847713,New York,Female,Married,Graphic Designer,-1.8113424276186758,Python,Dissatisfied,Hybrid
Master's Degree,-0.21338258914312921,-1.4159299689437634,Phoenix,Other,Married,Researcher,1.6406011332119972,Data Analysis,Neutral,Hybrid
High School,0.15248357586997974,-0.4315029825771745,Los Angeles,Male,Single,Graphic Designer,-1.4975293766340692,Python,Dissatisfied,Hybrid
Associate Degree,-1.3841543171850779,1.2900096533205967,New York,Female,Single,Project Manager,-0.8699032746648558,Python,Very Satisfied,In-office
Bachelor's Degree,-0.6524219871588599,-0.29255866914382234,Houston,Other,Single,HR Manager,0.3853489292735706,SQL,Dissatisfied,Remote
Associate Degree,0.3720032748778451,1.1448923886684488,New York,Other,Married,Sales Executive,-0.24227717269564264,Python,Very Dissatisfied,In-office
High School,-1.0914613851745907,-0.48515474717025114,New York,Female,Single,Sales Executive,-0.8699032746648558,Communication,Very Dissatisfied,In-office
Master's Degree,1.5427750029197937,-0.32882034830337703,New York,Male,Divorced,Software Engineer,0.6991619802581772,Python,Very Satisfied,Hybrid
Associate Degree,0.8110426728935759,-1.5214697977816891,New York,Female,Single,Project Manager,-0.8699032746648558,Communication,Satisfied,In-office
High School,1.5427750029197937,-0.9861161940807532,Houston,Other,Divorced,Project Manager,-0.8699032746648558,Java,Satisfied,In-office
High School,-1.310981084182456,-0.5902007399106732,Phoenix,Female,Divorced,Sales Executive,-1.8113424276186758,SQL,Very Dissatisfied,Hybrid
High School,-1.310981084182456,-1.5073249209889057,Chicago,Female,Married,Marketing Specialist,-1.8113424276186758,SQL,Very Satisfied,In-office
Bachelor's Degree,0.5915229738857105,1.5486386723846584,Houston,Other,Single,Software Engineer,0.6991619802581772,Data Analysis,Very Dissatisfied,Remote
Master's Degree,1.6159482359224155,0.253906246750946,Houston,Other,Single,Marketing Specialist,0.3853489292735706,Communication,Dissatisfied,In-office
High School,-1.0182881521719689,1.6730853689555816,Phoenix,Other,Divorced,Data Scientist,-0.5560902236802493,Data Analysis,Satisfied,Remote
