Education,Age,Income,City,Gender,Marital Status,Job Role,Experience,Skills,Job Satisfaction,Workplace Type
0,54,84946.0,New York,Male,Married,Graphic Designer,0.0,Marketing,Very Dissatisfied,Hybrid
Bachelor's Degree,35,51849.0,Los Angeles,Other,Divorced,Researcher,6.0,SQL,Very Dissatisfied,In-office
Master's Degree,33,26541.0,New York,Female,Married,Researcher,7.0,Java,Dissatisfied,Hybrid
Associate Degree,21,27765.0,Chicago,Other,Divorced,Sales Executive,6.0,Data Analysis,Very Satisfied,In-office
Bachelor's Degree,29,68074.0,Los Angeles,Female,Single,Graphic Designer,6.0,Communication,Satisfied,Remote
Master's Degree,46,54283.0,Phoenix,Male,Single,Project Manager,6.0,SQL,Very Dissatisfied,In-office
Associate Degree,24,25769.0,Houston,Other,Divorced,Marketing Specialist,5.0,Project Management,Very Dissatisfied,In-office
High School,31,42806.0,Phoenix,Other,Divorced,Sales Executive,1.0,Python,Very Dissatisfied,In-office
High School,29,115518.0,Phoenix,Other,Divorced,Software Engineer,4.0,Communication,Very Dissatisfied,In-office
High School,52,27972.0,Houston,Other,Single,Graphic Designer,1.0,SQL,Dissatisfied,Remote
Master's Degree,22,43256.0,Houston,Female,Single,Software Engineer,8.0,Marketing,Very Satisfied,Remote
Bachelor's Degree,34,43653.0,Houston,Female,Married,Data Scientist,9.0,Communication,Very Dissatisfied,Remote
Master's Degree,59,111669.0,Los Angeles,Other,Divorced,no details,7.0,Data Analysis,Satisfied,In-office
Associate Degree,49,0.0,New York,Female,Married,HR Manager,2.0,Marketing,Satisfied,Remote
Associate Degree,27,50757.0,New York,Other,Single,Graphic Designer,2.0,Excel,Neutral,Hybrid
Associate Degree,60,67399.0,Houston,Other,Married,Project Manager,4.0,Excel,Very Dissatisfied,Remote
Master's Degree,34,69013.0,Phoenix,Male,Married,Software Engineer,10.0,Excel,Very Dissatisfied,In-office
Bachelor's Degree,22,39706.0,Chicago,Other,Single,no details,3.0,Communication,Very Dissatisfied,Hybrid
PhD,62,63231.0,Houston,Female,Single,Graphic Designer,11.0,Python,Very Dissatisfied,In-office
Bachelor's Degree,59,52909.0,Phoenix,Other,Divorced,Graphic Designer,7.0,Project Management,Very Dissatisfied,Hybrid
Bachelor's Degree,26,101631.0,Phoenix,Male,Married,HR Manager,6.0,Data Analysis,Satisfied,In-office
Bachelor's Degree,50,82572.0,Los Angeles,Female,Single,HR Manager,6.0,Communication,Very Satisfied,In-office
PhD,53,110879.0,Los Angeles,Male,Single,Sales Executive,11.0,Java,Very Satisfied,Hybrid
Master's Degree,53,88767.0,New York,Male,Married,HR Manager,10.0,Data Analysis,Neutral,Remote
High School,35,51469.0,New York,Other,Single,Software Engineer,1.0,Marketing,Satisfied,Hybrid
Bachelor's Degree,26,26313.0,Chicago,Male,Divorced,Sales Executive,9.0,Marketing,Very Dissatisfied,Hybrid
Bachelor's Degree,46,32847.0,Chicago,Male,Divorced,Researcher,8.0,Communication,Very Satisfied,Hybrid
Master's Degree,31,75222.0,Chicago,Female,Married,Sales Executive,11.0,Communication,Dissatisfied,Hybrid
Associate Degree,42,99702.0,Chicago,Male,Divorced,Data Scientist,5.0,Project Management,Dissatisfied,Hybrid
Master's Degree,32,34930.0,Phoenix,Other,Single,no details,9.0,Python,Dissatisfied,In-office
PhD,23,28285.0,Phoenix,Other,Single,Graphic Designer,14.0,Communication,Very Dissatisfied,In-office
Associate Degree,59,60863.0,New York,Other,Single,Data Scientist,3.0,Excel,Very Dissatisfied,Remote
Master's Degree,46,41704.0,Los Angeles,Male,Single,no details,6.0,Project Management,Neutral,Remote
High School,32,43705.0,Los Angeles,Female,Married,Sales Executive,4.0,Java,Neutral,Hybrid
High School,46,25555.0,Houston,Other,Divorced,Graphic Designer,3.0,Excel,Neutral,Remote
High School,21,46323.0,Phoenix,Male,Divorced,HR Manager,0.0,Java,Dissatisfied,Remote
High School,35,95968.0,Chicago,Other,Single,Project Manager,3.0,SQL,Very Dissatisfied,Hybrid
Master's Degree,61,91922.0,Chicago,Other,Married,Sales Executive,10.0,Java,Dissatisfied,In-office
High School,56,78915.0,Houston,Female,Single,no details,2.0,Excel,Neutral,In-office
Associate Degree,33,35619.0,Los Angeles,Other,Single,Data Scientist,5.0,SQL,Very Dissatisfied,Remote
High School,28,97390.0,Chicago,Female,Married,Data Scientist,4.0,Excel,Satisfied,In-office
Associate Degree,31,84274.0,Los Angeles,Male,Married,HR Manager,5.0,Marketing,Very Satisfied,In-office
High School,20,98173.0,Houston,Other,Single,Researcher,1.0,Excel,Very Satisfied,Remote
Bachelor's Degree,59,46225.0,Los Angeles,Male,Divorced,Marketing Specialist,3.0,SQL,Neutral,Hybrid
High School,55,0.0,Los Angeles,Male,Single,Software Engineer,4.0,Java,Dissatisfied,Remote
Master's Degree,62,0.0,Los Angeles,Male,Divorced,Marketing Specialist,7.0,Marketing,Satisfied,Remote
Master's Degree,59,78019.0,Chicago,Other,Divorced,Marketing Specialist,5.0,Python,Very Dissatisfied,Remote
High School,35,101154.0,New York,Female,Married,Graphic Designer,0.0,Python,Dissatisfied,Hybrid
Master's Degree,37,32373.0,Phoenix,Other,Married,Researcher,11.0,Data Analysis,Neutral,Hybrid
High School,42,60281.0,Los Angeles,Male,Single,Graphic Designer,1.0,Python,Dissatisfied,Hybrid
Associate Degree,55,45187.0,Los Angeles,Female,Divorced,no details,3.0,Python,Neutral,Hybrid
0,30,92863.0,Los Angeles,Male,Divorced,Graphic Designer,0.0,Project Management,Very Satisfied,Remote
Associate Degree,21,109085.0,New York,Female,Single,Project Manager,3.0,Python,Very Satisfied,In-office
Bachelor's Degree,31,64220.0,Houston,Other,Single,HR Manager,7.0,SQL,Dissatisfied,Remote
0,50,0.0,Chicago,Female,Single,HR Manager,0.0,Communication,Satisfied,Hybrid
Associate Degree,45,104971.0,New York,Other,Married,Sales Executive,5.0,Python,Very Dissatisfied,In-office
Master's Degree,54,0.0,Los Angeles,Male,Single,Sales Executive,5.0,Excel,Neutral,Remote
High School,25,58760.0,New York,Female,Single,Sales Executive,3.0,Communication,Very Dissatisfied,In-office
Master's Degree,61,63192.0,New York,Male,Divorced,Software Engineer,8.0,Python,Very Satisfied,Hybrid
Associate Degree,51,29381.0,New York,Female,Single,Project Manager,3.0,Communication,Satisfied,In-office
High School,61,44558.0,Houston,Other,Divorced,Project Manager,3.0,Java,Satisfied,In-office
High School,22,55782.0,Phoenix,Female,Divorced,Sales Executive,0.0,SQL,Very Dissatisfied,Hybrid
High School,22,29782.0,Chicago,Female,Married,Marketing Specialist,0.0,SQL,Very Satisfied,In-office
Bachelor's Degree,48,116417.0,Houston,Other,Single,Software Engineer,8.0,Data Analysis,Very Dissatisfied,Remote
Master's Degree,62,79712.0,Houston,Other,Single,Marketing Specialist,7.0,Communication,Dissatisfied,In-office
High School,26,119945.0,Phoenix,Other,Divorced,Data Scientist,4.0,Data Analysis,Satisfied,Remote
